views,likes,set_id,iid1,iid2,iid3,iid4,iid5,iid6,iid7,iid8,color_1,color_2,color_3,color_4
116,27,216972602,21,29,57,319,200,4438,46,0,brown,black,white,red
2420,507,214003869,4,24,42,62,105,95,37,196,white,black,none,none
91,8,112254474,5,46,37,58,58,0,0,0,white,black,red,none
364,33,187597512,11,7,43,38,199,223,0,0,black,red,none,none
126,13,212274792,17,24,28,246,43,318,61,62,black,brown,white,yellow
79,7,214840673,11,237,261,40,61,64,105,196,black,white,red,blue
339,175,216832093,4,25,43,43,37,222,0,0,black,none,none,none
157,33,204251529,104,241,65,106,64,62,187,261,black,none,none,none
3971,392,209880047,17,24,8,47,38,1967,4428,182,black,red,brown,none
1360,304,211646623,196,189,197,189,200,199,200,200,brown,red,none,none
3701,1049,215984263,17,9,245,43,36,106,64,0,black,blue,yellow,none
60,6,204283257,4520,4520,4520,57,0,0,0,0,orange,green,none,none
740,173,207474886,4,19,25,261,37,55,200,213,black,red,none,none
14096,1138,142744538,104,21,25,9,9,261,37,64,black,none,none,none
1812,772,215259761,4,46,37,64,65,65,57,95,blue,yellow,none,none
41,9,208700477,4,25,46,62,65,65,106,65,white,black,red,yellow
1306,227,211959805,17,28,46,36,62,57,0,0,white,black,none,none
244,13,176131159,21,237,41,258,55,1967,57,201,white,red,none,none
1945,518,206625421,17,243,43,318,0,0,0,0,black,red,none,none
1059,383,216600198,4495,9,41,41,318,64,57,0,white,black,blue,gray
4765,1003,215239259,25,237,261,318,64,106,197,196,white,black,blue,yellow
1433,131,181533464,19,27,47,318,62,64,0,0,white,brown,blue,yellow
6832,1023,215255920,19,25,4452,265,35,57,196,197,brown,none,none,none
696,235,201678691,6,46,38,64,200,0,0,0,red,yellow,none,none
276,116,213572593,19,24,9,261,37,62,53,1967,black,red,yellow,none
1840,346,204835580,11,29,4517,46,36,106,55,1967,white,black,blue,yellow
494,154,216589423,21,237,197,222,77,77,0,0,black,brown,none,none
2954,181,135618906,104,25,29,42,261,36,57,0,black,brown,gray,green
1294,208,173218181,104,26,9,43,38,200,95,0,red,none,none,none
7129,648,151899830,18,237,245,311,49,0,0,0,blue,green,none,none
358,35,189793943,21,247,261,36,64,106,62,310,green,yellow,none,none
317,81,200258367,21,9,46,318,223,74,222,0,white,black,red,none
592,198,214925246,19,49,259,61,57,278,0,0,black,none,none,none
1241,425,214319780,17,25,28,261,37,0,0,0,red,gray,none,none
1808,164,130772434,21,27,49,93,0,0,0,0,white,none,none,none
89,38,215642583,11,237,49,36,0,0,0,0,black,blue,none,none
1643,242,189328962,4,43,37,65,65,0,0,0,white,black,none,none
59,4,175963243,17,29,39,37,65,62,1967,57,white,black,gray,none
625,94,193511799,18,17,28,43,36,61,64,57,black,gray,none,none
4898,1096,179065819,19,29,266,40,199,78,0,0,orange,none,none,none
63,31,166048394,4,46,64,1967,0,0,0,0,red,none,none,none
346,23,129309186,11,8,266,62,64,58,1967,4426,purple,black,gray,none
2495,1791,205484751,11,310,43,37,199,222,0,0,black,yellow,none,none
25031,3129,204098420,4,46,38,196,95,222,0,0,blue,none,none,none
3301,520,183636393,19,332,261,261,37,40,105,95,black,none,none,none
145,23,205162166,151,154,152,171,171,171,171,171,red,orange,yellow,none
37,15,202848982,19,241,245,333,333,4466,160,0,white,gray,none,none
98,6,209945892,275,278,4456,292,304,303,0,0,white,black,none,none
140,13,189971644,25,237,264,37,57,51,104,0,black,none,none,none
315,98,216687179,5,24,43,38,107,62,65,64,black,red,gray,none
503,108,216633566,19,24,9,261,37,62,51,0,brown,none,none,none
1617,117,192638963,18,11,9,42,37,196,0,0,white,black,blue,gray
149,27,203042377,21,2,29,49,55,0,0,0,black,none,none,none
91,43,216596797,17,18,9,261,37,64,0,0,purple,white,red,none
534,133,214551911,19,24,28,263,42,261,318,55,brown,none,none,none
705,90,182062140,19,24,2,263,318,340,0,0,black,red,blue,green
1003,252,215574272,3,46,38,60,64,200,198,0,black,red,gray,none
34787,438,214768877,38,196,200,187,95,4,24,261,white,red,blue,none
100,18,191108309,11,29,43,259,98,0,0,0,black,red,none,none
1543,605,198231687,4,38,40,64,62,57,1967,199,black,green,none,none
87,4,113656645,21,25,237,49,36,55,57,0,black,yellow,none,none
464,150,215756318,5,24,41,38,196,139,3336,171,white,none,none,none
9304,1816,210544790,17,24,28,261,38,105,187,196,brown,red,gray,none
1819,299,213082214,17,236,9,43,318,1967,167,316,black,blue,none,none
357,36,150741014,4496,29,69,49,106,200,0,0,red,yellow,none,none
2689,306,214687307,25,24,2,28,261,37,303,0,black,none,none,none
4803,1418,186232955,19,24,8,49,4428,4436,4438,0,black,brown,white,blue
4995,474,201363267,11,25,29,46,46,318,57,0,black,blue,yellow,none
565,61,124219098,29,29,29,29,0,0,0,0,white,blue,none,none
1231,353,215596946,19,25,315,37,61,105,278,0,black,orange,none,none
14481,2204,216272559,3,24,261,318,57,200,0,0,black,red,gray,none
997,57,130044274,4,46,38,62,200,58,0,0,white,black,none,none
13,24,217004662,5,23,261,36,37,37,0,0,black,gray,yellow,none
84,13,166505161,11,237,46,259,60,106,1967,58,black,white,red,yellow
1651,262,132364373,21,237,2,41,258,0,0,0,white,black,none,none
2510,82,131184965,19,29,261,259,64,200,201,95,purple,black,white,blue
43,3,143905246,17,27,261,259,0,0,0,0,black,none,none,none
2345,586,210094793,19,19,237,47,37,0,0,0,white,black,none,none
42867,711,100050716,244,46,259,18,78,0,0,0,brown,white,red,blue
94,17,216574131,9,315,43,40,64,52,0,0,black,blue,orange,purple
138,19,187678403,4,24,237,42,36,53,105,55,black,none,none,none
22902,1423,202500654,11,240,64,196,47,0,0,0,white,red,gray,none
3499,922,208873085,11,24,9,261,37,62,61,64,black,brown,red,orange
357,13,118984121,25,237,8,263,53,77,77,0,black,blue,none,none
72,19,158110225,39,259,4495,237,42,0,0,0,black,none,none,none
993,208,201012391,25,25,243,49,259,57,171,0,black,red,none,none
1196,295,206391834,104,236,8,46,318,95,231,0,black,none,none,none
153,19,179703105,4,6,104,236,25,7,55,55,black,red,none,none
609,13,125802704,19,29,245,37,61,65,58,57,black,blue,green,yellow
82,14,168203352,6,46,65,1967,0,0,0,0,white,none,none,none
112,7,111681621,4,46,64,65,106,200,199,95,black,white,red,yellow
2395,932,203705424,4495,29,49,106,57,51,196,95,white,brown,yellow,none
21,13,214323075,21,237,261,65,62,186,222,0,white,black,none,none
830,62,127363762,11,10,46,258,64,106,106,200,white,red,gray,yellow
479,137,166838764,11,29,46,37,61,64,0,0,brown,blue,yellow,none
137,7,197398931,11,25,237,47,37,0,0,0,black,none,none,none
497,7,123906693,5,46,38,64,65,77,0,0,white,black,gray,none
644,105,215718283,19,28,38,40,65,1967,57,0,black,gray,none,none
21581,1036,201449594,25,237,2,49,64,0,0,0,white,blue,none,none
200252,1920,119219199,17,236,240,46,318,0,0,0,white,black,blue,gray
36,9,205238330,2,60,58,200,197,227,186,0,black,red,green,gray
266,39,203320298,104,243,46,259,55,1967,57,0,white,black,blue,orange
1634,276,188802672,19,25,27,261,36,0,0,0,black,green,none,none
241,95,215294352,275,278,297,304,4463,334,71,0,white,black,blue,none
1360,203,208462219,104,25,9,261,259,4267,78,0,brown,none,none,none
3895,1167,212872572,21,25,237,261,259,62,55,0,black,blue,yellow,none
3203,1137,201014206,4,28,43,37,106,55,0,0,black,red,brown,none
4060,1573,195359156,19,237,47,36,105,0,0,0,black,red,none,none
1090,431,216137419,24,261,318,106,57,93,0,0,black,brown,gray,none
239,44,214147658,4,38,61,64,65,1967,58,190,white,red,blue,yellow
131,39,199486885,11,8,43,37,64,1967,57,197,white,black,yellow,none
188,45,216609122,11,25,9,43,37,62,64,0,white,brown,black,none
640,171,216264672,19,23,28,43,36,64,57,0,white,red,none,none
2683,113,104932446,24,241,49,318,11,0,0,0,black,none,none,none
1673,306,216275723,19,25,332,318,61,62,24,0,black,blue,brown,none
1060,42,180824193,116,4506,136,162,162,174,178,4440,black,red,gray,none
171,69,216768274,5,43,38,64,190,200,198,0,black,white,red,blue
32,12,147962869,21,28,259,64,62,223,74,0,black,white,red,yellow
211,7,146699164,11,8,49,261,36,0,0,0,white,black,none,none
52,11,113818575,4495,237,49,64,61,74,0,0,black,red,blue,yellow
3238,1774,202872371,11,29,46,38,200,222,0,0,white,blue,none,none
669,309,209985000,319,199,201,196,196,197,187,202,black,brown,white,red
64,121,217006402,21,29,49,37,0,0,0,0,yellow,none,none,none
2489,593,208305100,11,9,46,38,62,55,0,0,black,gray,yellow,none
757,50,124350291,4,41,36,65,190,197,187,186,white,black,blue,none
7735,891,200059943,104,9,46,37,78,0,0,0,black,brown,yellow,none
384,141,206010434,9,46,46,37,106,196,200,4432,brown,white,red,blue
2900,990,213238651,19,9,261,55,78,0,0,0,black,none,none,none
175,25,154338738,104,26,9,46,36,62,57,62,black,none,none,none
24,5,143421278,19,237,49,105,55,196,222,0,black,none,none,none
106,7,120978801,19,241,43,318,62,0,0,0,white,blue,none,none
17,4,177645191,21,249,249,69,69,227,227,0,red,yellow,none,none
1124,516,216059424,43,318,107,5,0,0,0,0,purple,brown,black,gray
2929,760,195926855,4,46,37,4438,0,0,0,0,black,none,none,none
108,13,171548124,104,24,29,261,62,4428,4441,0,red,gray,none,none
6133,687,128142477,104,241,261,65,1967,303,74,0,brown,red,none,none
917,287,216069436,4447,25,19,27,297,0,0,0,black,none,none,none
443,36,166013153,4,46,318,62,200,0,0,0,white,black,yellow,none
912,19,135408179,17,25,8,261,36,57,200,0,white,black,green,none
995,276,212237825,28,49,259,57,19,78,0,0,black,red,gray,none
529,162,207636441,19,26,27,43,37,55,194,196,black,brown,white,purple
1256,418,213577809,19,24,261,105,196,0,0,0,brown,blue,none,none
7,5,168952825,200,62,5,25,261,0,0,0,white,black,red,gray
899,117,169824620,11,29,46,37,62,52,0,0,blue,none,none,none
7069,893,205167805,25,240,2,49,196,0,0,0,white,none,none,none
3195,1190,188548213,17,237,261,106,52,231,0,0,black,none,none,none
73,4,104579719,6,46,38,106,196,65,223,4438,white,black,red,gray
87,15,104687983,5,43,58,200,0,0,0,0,red,none,none,none
86,45,216689329,11,25,241,43,37,106,62,52,black,green,gray,yellow
91,9,211779392,4495,253,37,1967,78,0,0,0,yellow,none,none,none
229,27,196893824,236,69,47,57,4479,4479,259,227,white,red,yellow,none
674,189,201476067,11,9,46,55,57,36,0,0,black,gray,none,none
59,46,212611244,104,240,46,318,64,65,65,57,black,yellow,none,none
80,7,189599743,6,46,64,106,62,199,197,196,purple,blue,gray,none
369,107,216724485,17,24,29,49,37,0,0,0,black,blue,none,none
1898,392,215426259,23,7,263,36,64,200,4438,0,red,none,none,none
4693,513,201597374,4,46,36,57,0,0,0,0,white,black,red,gray
3521,509,199743933,28,2,46,46,37,190,199,62,black,none,none,none
63,7,194906277,11,25,9,37,58,2,0,0,black,red,none,none
4333,1824,214685746,19,29,261,38,58,196,197,319,brown,red,blue,none
348,18,214349357,19,24,9,251,264,38,65,64,white,black,green,yellow
1060,392,213337506,11,21,29,49,259,55,1967,200,red,blue,none,none
1598,152,133768636,104,25,237,49,259,65,55,197,white,black,red,blue
67,16,215145044,11,237,49,196,222,0,0,0,purple,gray,none,none
134,34,199609521,93,319,201,184,99,0,0,0,red,none,none,none
29,12,216657090,17,332,43,318,65,67,0,0,black,red,yellow,green
1228,279,214502209,4458,297,303,4472,4495,25,1967,0,black,blue,gray,none
30,25,216672482,21,237,41,1967,0,0,0,0,blue,none,none,none
34,30,213309386,1967,62,37,4,251,47,311,78,white,gray,none,none
10324,379,121848211,11,246,46,37,106,57,29,0,white,black,gray,orange
409,13,119649059,4,43,37,64,106,0,0,0,red,none,none,none
447,97,214987941,4,261,38,65,64,0,0,0,white,black,yellow,none
44,7,145183651,104,237,49,259,1967,200,199,95,white,red,none,none
52,5,206425116,25,241,2,261,64,0,0,0,white,none,none,none
1826,438,215293179,4,264,36,55,200,0,0,0,black,red,gray,green
4330,466,147740881,104,25,9,318,62,52,200,0,white,black,red,blue
79,4,116217887,4496,237,261,106,62,1967,57,4520,black,orange,gray,yellow
4039,838,216702017,17,24,28,261,38,65,64,65,black,yellow,none,none
702,250,216314353,19,24,239,261,318,95,0,0,black,red,green,yellow
1411,486,215849263,4496,18,104,9,43,38,0,0,black,none,none,none
373,67,147107099,104,24,27,41,38,0,0,0,black,blue,none,none
60,11,206312945,11,237,49,259,0,0,0,0,white,blue,yellow,none
590,87,121964642,11,8,49,65,106,227,222,0,black,red,gray,none
438,9,135526113,4,18,68,46,318,55,0,0,purple,blue,none,none
45,7,216657893,4,48,37,62,0,0,0,0,gray,none,none,none
12969,705,211206138,17,9,261,318,1967,55,200,213,black,red,none,none
214,13,168588586,21,8,43,36,106,62,106,64,black,red,yellow,none
279,27,191714795,25,241,42,62,196,200,199,222,white,black,red,yellow
16801,696,113497356,18,244,43,38,106,64,107,57,black,yellow,none,none
7,2,156702363,4,46,37,106,57,4267,0,0,white,none,none,none
532,149,215900606,104,62,1967,93,4254,4438,4438,0,orange,yellow,none,none
1647,477,179443107,19,8,49,258,62,93,0,0,black,blue,orange,brown
4069,1360,214586350,104,25,237,261,38,196,201,197,white,blue,none,none
3360,955,212043992,4,261,40,65,65,1967,196,201,black,none,none,none
716,202,200571484,264,38,55,52,949,0,0,0,red,none,none,none
526,135,213788762,19,24,28,261,318,196,95,0,black,brown,none,none
1010,363,214307744,17,236,29,43,38,38,62,105,white,black,blue,gray
32,12,215913135,4456,297,304,4472,253,76,0,0,black,none,none,none
1434,242,214964456,332,261,71,186,19,0,0,0,white,black,none,none
452,82,208775081,19,28,49,259,106,1967,55,58,black,orange,none,none
536,269,212865694,4,264,38,106,0,0,0,0,black,gray,none,none
1065,17,112527419,17,23,29,261,67,57,52,179,white,brown,black,blue
2730,93,105935414,29,251,43,333,11,102,0,0,white,none,none,none
1048,239,215238282,19,9,9,43,259,57,231,222,black,green,yellow,none
74,12,214512108,4454,275,278,281,297,297,4472,4472,black,blue,none,none
425,153,202999046,11,9,46,318,64,200,0,0,white,black,red,blue
2728,1401,188928710,19,9,46,318,199,0,0,0,black,none,none,none
238,55,213277403,3,43,37,64,0,0,0,0,white,black,yellow,none
1655,751,212895370,11,237,46,318,62,65,57,200,black,white,blue,yellow
884,141,215437017,4,36,62,57,46,0,0,0,brown,red,blue,yellow
558,83,208185341,17,26,310,261,37,196,0,0,black,blue,none,none
372,315,216915290,21,24,28,261,40,55,139,0,black,brown,red,gray
967,127,214874710,4496,28,261,259,64,55,55,1967,white,black,none,none
2139,136,102970521,17,236,237,261,37,4438,74,182,brown,black,white,blue
847,121,164574102,104,10,48,37,106,0,0,0,white,brown,orange,none
435,57,170046081,11,25,41,37,62,106,64,57,black,none,none,none
135,37,209342302,5,36,1967,1967,76,311,108,200,black,red,gray,yellow
521,220,202930516,17,29,49,57,217,0,0,0,black,blue,green,yellow
509,261,208353997,5,2,46,64,65,40,0,0,white,black,gray,none
3721,32,112613936,43,37,116,4438,2,0,0,0,white,black,none,none
514,130,216553950,21,9,47,318,60,60,60,0,blue,gray,none,none
106707,2585,153431248,21,28,43,38,62,57,4,0,black,orange,none,none
6656,376,135064637,11,9,43,62,4438,36,4479,0,white,yellow,none,none
3263,949,208720280,24,332,2,43,37,222,0,0,blue,none,none,none
63,24,165989840,104,237,261,221,0,0,0,0,red,none,none,none
2632,344,188569551,11,24,9,261,261,318,64,105,purple,black,orange,none
332,120,216642978,4495,9,42,38,62,64,197,0,black,none,none,none
502,68,145398157,236,237,37,61,62,0,0,0,black,none,none,none
2609,977,203788321,17,29,46,37,57,0,0,0,black,blue,yellow,none
72,5,198203059,4,262,61,186,0,0,0,0,black,none,none,none
1583,53,139188682,19,29,263,105,105,57,4267,316,white,blue,none,none
432,173,216806790,19,24,27,261,37,65,1967,57,black,yellow,none,none
5370,484,208297792,4,24,261,105,59,1967,0,0,brown,red,none,none
1017,88,176998871,21,25,27,49,259,55,4428,0,white,black,blue,none
146,8,197902194,104,29,49,1967,0,0,0,0,white,blue,none,none
1498,120,138808243,11,237,46,318,64,0,0,0,blue,none,none,none
4279,1468,210550270,3,43,38,1967,57,93,188,95,black,brown,white,red
560,206,216628525,2,237,261,37,62,65,57,222,black,none,none,none
18965,1682,147525103,11,27,41,259,58,58,303,188,black,none,none,none
114,35,216763956,5,24,41,43,38,0,0,0,purple,black,yellow,none
525,228,216778423,21,2,27,41,37,95,0,0,blue,none,none,none
535,198,215239732,17,9,46,38,64,0,0,0,black,brown,white,red
40,11,134586268,237,47,318,17,0,0,0,0,white,black,blue,gray
133,12,199744114,11,25,27,49,318,62,64,1967,black,yellow,none,none
1059,84,197285937,21,9,43,62,0,0,0,0,white,black,none,none
995,124,196584427,25,2,2,29,257,55,58,197,black,brown,none,none
69,2,145402812,11,29,42,38,38,200,0,0,white,black,red,none
1606,270,208004975,19,10,261,37,0,0,0,0,black,none,none,none
104,40,168474774,11,237,43,37,57,200,197,0,red,blue,none,none
65,36,215815598,21,253,69,50,105,97,0,0,white,none,none,none
852,259,157326623,4495,28,41,318,106,200,95,0,white,black,red,yellow
1258,190,179946495,11,9,46,38,200,177,2,0,black,red,none,none
150,42,145670068,4,24,43,37,62,0,0,0,purple,black,white,none
168,6,120717008,19,19,9,251,43,318,197,227,white,black,orange,none
211,29,181555602,19,237,43,36,55,0,0,0,black,none,none,none
236,39,181555600,19,237,43,36,55,0,0,0,black,none,none,none
4319,877,203178964,4,21,46,38,64,62,4438,0,white,gray,none,none
416,86,215082029,104,9,43,38,4438,0,0,0,white,black,gray,yellow
138,24,206389381,11,9,46,106,62,0,0,0,black,none,none,none
186,23,195842796,4,43,38,61,64,65,196,194,black,white,red,blue
19,6,184660995,4496,27,49,53,4479,110,4480,0,white,black,none,none
82,16,212358031,196,200,198,95,222,37,21,28,purple,none,none,none
9213,343,200580091,2,46,36,65,199,2,0,0,green,red,gray,none
1695,478,209112429,4,24,46,37,67,0,0,0,black,red,gray,none
407,10,106152753,11,29,49,65,62,55,0,0,black,blue,none,none
2620,444,213756869,11,24,28,261,318,64,61,0,yellow,none,none,none
712,280,154715567,11,8,1967,52,186,189,201,197,black,orange,yellow,none
4078,349,151183957,11,25,8,43,318,64,106,200,white,black,red,yellow
622,197,211634089,4,24,261,37,0,0,0,0,black,gray,yellow,none
447918,5419,108116910,4,29,251,266,318,55,200,0,black,red,gray,none
219,78,120583686,11,25,7,49,36,57,197,195,white,black,blue,brown
5754,1024,188933276,4,265,37,65,62,51,51,0,purple,black,gray,none
613,47,108120935,21,237,65,62,62,58,1967,200,white,black,red,yellow
1044,217,171200477,11,24,29,46,37,0,0,0,white,black,none,none
22,11,213899018,200,189,57,65,65,318,25,237,black,red,green,yellow
1832,725,216844841,19,25,240,265,37,4428,0,0,black,none,none,none
36,5,169767897,5,25,46,37,106,61,55,333,black,white,red,blue
7181,4,137031841,17,24,8,261,318,37,57,61,black,none,none,none
80,2,155430324,6,38,64,65,1967,200,46,60,black,red,blue,purple
79,9,187085200,222,4428,65,61,15,8,245,41,black,white,blue,yellow
2882,117,109293274,5,236,43,37,62,106,58,57,black,red,orange,none
59,6,207159426,1967,4454,278,297,304,305,0,0,white,black,blue,none
1049,199,212076489,11,25,8,261,259,57,195,200,black,brown,white,red
1093,163,212753076,17,236,237,43,36,64,0,0,white,black,none,none
77,9,196499024,2,46,65,106,62,58,57,0,yellow,none,none,none
1708,430,196286789,104,25,240,261,259,0,0,0,white,black,none,none
40,18,166591360,95,58,64,318,5,46,0,0,yellow,none,none,none
10715,1269,157529048,4495,29,49,49,49,259,65,229,red,blue,none,none
569,95,202255537,11,10,43,38,64,200,95,0,white,red,none,none
160,18,206794457,237,315,43,62,65,106,0,0,white,red,blue,gray
4351,599,200049454,104,9,17,46,37,194,0,0,red,none,none,none
43,11,162060038,2,241,49,1967,4477,184,95,223,white,yellow,none,none
